"Kerncijfers wijken en buurten 2014"
"Onderwerpen";"Regioaanduiding";"Wonen";"Wonen";"Wonen";"Wonen";"Wonen";"Wonen";"Wonen";"Wonen";"Wonen";"Wonen";"Wonen"
"Maasgouw";"GM1641";"10559";"202";"88";"12";".";".";"74";"25";".";".";"1"
"Wijk 00 Maasbracht";"WK164100";"3207";"185";"81";"19";".";".";"68";"31";".";".";"1"
"Maasbracht";"BU16410000";"2672";"177";"78";"22";".";".";"65";"34";".";".";"1"
"Brachterbeek";"BU16410001";"512";"230";"96";"4";".";".";"83";"17";".";".";"0"
"Verspreide huizen Het Vonderen";"BU16410009";"23";".";"74";"26";".";".";"91";"9";".";".";"0"
"Wijk 01 Linne";"WK164101";"1673";"194";"91";"9";".";".";"76";"24";".";".";"0"
"Linne";"BU16410100";"1664";"193";"91";"9";".";".";"76";"24";".";".";"0"
"Verspreide huizen Linnerveld en Weerd";"BU16410109";"9";".";".";".";".";".";".";".";".";".";"."
"Wijk 02 Stevensweert";"WK164102";"718";"213";"96";"4";".";".";"79";"21";".";".";"0"
"Stevensweert waaronder Bilt";"BU16410200";"610";"202";"97";"3";".";".";"76";"24";".";".";"0"
"Eiland-Brandt";"BU16410201";"108";"272";"91";"9";".";".";"92";"8";".";".";"0"
"Wijk 03 Ohé en Laak";"WK164103";"365";"242";"93";"7";".";".";"81";"19";".";".";"0"
"Laak";"BU16410300";"86";"242";"88";"12";".";".";"83";"17";".";".";"0"
"Ohé";"BU16410301";"279";"242";"95";"5";".";".";"81";"19";".";".";"0"
"Wijk 04 Thorn";"WK164104";"1196";"203";"87";"13";".";".";"67";"32";".";".";"1"
"Thorn";"BU16410400";"1163";"201";"86";"14";".";".";"67";"32";".";".";"1"
"Verspreide huizen Thorn";"BU16410409";"33";".";"100";"0";".";".";"82";"18";".";".";"0"
"Wijk 05 Heel";"WK164105";"1674";"230";"91";"9";".";".";"81";"18";".";".";"2"
"Heel";"BU16410500";"1551";"228";"91";"9";".";".";"81";"18";".";".";"2"
"Panheel";"BU16410501";"95";"262";"95";"5";".";".";"85";"15";".";".";"0"
"Verspreide huizen Heel";"BU16410509";"28";".";"100";"0";".";".";"86";"14";".";".";"0"
"Wijk 06 Beegden";"WK164106";"769";"220";"97";"3";".";".";"82";"18";".";".";"0"
"Beegden";"BU16410600";"769";"220";"97";"3";".";".";"82";"18";".";".";"0"
"Wijk 07 Wessem";"WK164107";"957";"188";"88";"12";".";".";"75";"20";".";".";"5"
"Wessem";"BU16410700";"957";"188";"88";"12";".";".";"75";"20";".";".";"5"
"Eemsmond";"GM1651";"7444";"154";"88";"12";".";".";"61";"39";".";".";"0"
"Wijk 00";"WK165100";"2797";"150";"76";"24";".";".";"50";"50";".";".";"0"
"Uithuizen";"BU16510001";"2571";"146";"75";"25";".";".";"47";"53";".";".";"0"
"'t Lage van de Weg";"BU16510002";"105";"190";"97";"3";".";".";"73";"27";".";".";"0"
"Verspreide huizen in de nieuwe polders";"BU16510008";"86";"243";"93";"7";".";".";"91";"9";".";".";"0"
"Overige verspreide huizen";"BU16510009";"35";".";"91";"9";".";".";"89";"11";".";".";"0"
"Wijk 01";"WK165101";"2178";"154";"93";"7";".";".";"67";"33";".";".";"0"
"Uithuizermeeden";"BU16510100";"1251";"148";"89";"11";".";".";"58";"42";".";".";"0"
"Oosternieland";"BU16510101";"40";".";"100";"0";".";".";"90";"10";".";".";"0"
"Roodeschool";"BU16510102";"390";"139";"96";"4";".";".";"64";"36";".";".";"0"
"Oosteinde";"BU16510103";"63";"181";"97";"3";".";".";"89";"11";".";".";"0"
"Hooilandseweg";"BU16510104";"46";".";"100";"0";".";".";"89";"11";".";".";"0"
"Hefswal";"BU16510105";"56";"208";"100";"0";".";".";"88";"13";".";".";"0"
"Oudeschip";"BU16510106";"63";"141";"100";"0";".";".";"87";"13";".";".";"0"
"Oldenzijl";"BU16510107";"22";".";"100";"0";".";".";"86";"14";".";".";"0"
"Eemshavengebied";"BU16510108";"2";".";".";".";".";".";".";".";".";".";"."
"Verspreide huizen Uithuizermeeden";"BU16510109";"245";"208";"99";"1";".";".";"89";"10";".";".";"0"
"Wijk 02";"WK165102";"716";"159";"98";"2";".";".";"72";"28";".";".";"0"
"Kantens";"BU16510200";"274";"145";"98";"2";".";".";"67";"33";".";".";"0"
"Zandeweer";"BU16510201";"196";"159";"99";"1";".";".";"61";"39";".";".";"0"
"Rottum";"BU16510202";"40";".";"100";"0";".";".";"78";"23";".";".";"0"
"Stitswerd";"BU16510203";"30";".";"97";"3";".";".";"87";"13";".";".";"0"
"Doodstil";"BU16510204";"30";".";"100";"0";".";".";"83";"17";".";".";"0"
"Eppenhuizen";"BU16510205";"21";".";"100";"0";".";".";"86";"14";".";".";"0"
"Garsthuizen (gedeeltelijk)";"BU16510206";"0";".";".";".";".";".";".";".";".";".";"."
"Verspreide huizen Kantens";"BU16510209";"125";".";"97";"3";".";".";"91";"9";".";".";"0"
"Wijk 03";"WK165103";"686";"152";"96";"4";".";".";"73";"27";".";".";"0"
"Usquert";"BU16510300";"603";"148";"97";"3";".";".";"71";"29";".";".";"0"
"Verspreide huizen in de nieuwe polders";"BU16510308";"29";".";"93";"7";".";".";"83";"17";".";".";"0"
"Overige verspreide huizen";"BU16510309";"54";".";"93";"7";".";".";"93";"7";".";".";"0"
"Wijk 04";"WK165104";"1067";"158";"96";"4";".";".";"65";"35";".";".";"0"
"Warffum";"BU16510400";"970";"155";"96";"4";".";".";"62";"38";".";".";"0"
"Verspreide huizen Warffum";"BU16510409";"97";"211";"98";"2";".";".";"95";"5";".";".";"0"
"Gemert-Bakel";"GM1652";"12224";"244";"87";"13";".";".";"67";"32";".";".";"0"
"Wijk 00 Gemert";"WK165200";"6763";"227";"85";"15";".";".";"61";"38";".";".";"0"
"Gemert-Centrum";"BU16520000";"1919";"215";"65";"35";".";".";"53";"47";".";".";"0"
"Gemert-Noord";"BU16520001";"1623";"199";"91";"9";".";".";"55";"45";".";".";"0"
"Gemert-Oost";"BU16520002";"2488";"221";"92";"8";".";".";"64";"36";".";".";"0"
"Industrieterrein Scheiweg";"BU16520003";"43";".";"88";"12";".";".";"86";"14";".";".";"0"
"Doonheide";"BU16520004";"279";"337";"95";"5";".";".";"87";"13";".";".";"0"
"Verspreide huizen Kampen-Esdonk";"BU16520007";"228";"341";"97";"3";".";".";"89";"11";".";".";"0"
"Verspreide huizen Broekkant";"BU16520008";"119";"381";"89";"11";".";".";"87";"13";".";".";"0"
"Verspreide huizen Rooije Hoef";"BU16520009";"64";".";"100";"0";".";".";"88";"13";".";".";"0"
"Wijk 01 Handel";"WK165201";"723";"265";"89";"11";".";".";"66";"34";".";".";"0"
"Handel";"BU16520100";"563";"244";"87";"13";".";".";"60";"40";".";".";"0"
"Verspreide huizen Verreheide";"BU16520108";"77";"355";"95";"5";".";".";"84";"16";".";".";"0"
"Verspreide huizen Heereveld";"BU16520109";"83";"332";"95";"5";".";".";"87";"13";".";".";"0"
"Wijk 02 De Mortel";"WK165202";"580";"305";"96";"4";".";".";"82";"18";".";".";"0"
"De Mortel";"BU16520200";"373";"269";"95";"5";".";".";"76";"23";".";".";"0"
"Verspreide huizen Milschot-Tereyken";"BU16520208";"58";".";"100";"0";".";".";"93";"7";".";".";"0"
"Verspreide huizen Mortelse Peel";"BU16520209";"149";"392";"97";"3";".";".";"91";"9";".";".";"0"
"Wijk 03 Elsendorp";"WK165203";"415";"281";"96";"4";".";".";"75";"25";".";".";"0"
"Elsendorp";"BU16520300";"240";"246";"95";"5";".";".";"69";"31";".";".";"0"
"Verspreide huizen Elsendorp";"BU16520309";"175";"368";"98";"2";".";".";"84";"16";".";".";"0"
"Wijk 04 Bakel";"WK165204";"2433";"260";"87";"13";".";".";"75";"25";".";".";"0"
"Bakel";"BU16520400";"1810";"250";"83";"17";".";".";"70";"30";".";".";"0"
"Verspreide huizen Grotelse Heide en Esp";"BU16520408";"448";"378";"98";"2";".";".";"88";"13";".";".";"0"
"Verspr.h. ten zuidwesten van Bakel";"BU16520409";"175";"273";"97";"3";".";".";"90";"10";".";".";"0"
"Wijk 05 Milheeze";"WK165205";"840";"270";"88";"12";".";".";"79";"21";".";".";"0"
"Milheeze";"BU16520500";"572";"243";"84";"16";".";".";"75";"25";".";".";"0"
"Verspreide huizen Groote Peel";"BU16520508";"108";"371";"96";"4";".";".";"84";"16";".";".";"0"
"Verspreide huizen Milheeze";"BU16520509";"160";"353";"98";"3";".";".";"88";"12";".";".";"0"
"Wijk 06 De Rips";"WK165206";"470";"242";"87";"13";".";".";"76";"24";".";".";"0"
"De Rips";"BU16520600";"354";"217";"83";"17";".";".";"71";"29";".";".";"0"
"Verspreide huizen Rips";"BU16520609";"116";"334";"100";"0";".";".";"90";"10";".";".";"0"
"Halderberge";"GM1655";"12933";"232";"87";"13";".";".";"63";"36";".";".";"1"
"Wijk 01 Oud Gastel";"WK165501";"2718";"240";"88";"12";".";".";"74";"26";".";".";"0"
"Oud Gastel";"BU16550101";"2311";"224";"86";"14";".";".";"70";"30";".";".";"0"
"Stoof";"BU16550102";"242";"322";"100";"0";".";".";"98";"2";".";".";"0"
"Verspreide huizen Oud Gastel";"BU16550109";"165";"385";"99";"1";".";".";"93";"7";".";".";"0"
"Wijk 02 Stampersgat";"WK165502";"530";"199";"96";"4";".";".";"65";"35";".";".";"0"
"Stampersgat";"BU16550201";"506";"197";"96";"4";".";".";"63";"36";".";".";"0"
"Verspreide huizen Stampersgat";"BU16550209";"24";".";"100";"0";".";".";"100";"0";".";".";"0"
"Wijk 03 Oudenbosch";"WK165503";"5900";"204";"83";"17";".";".";"54";"45";".";".";"1"
"Oudenbosch-Centrum";"BU16550301";"2010";"178";"71";"29";".";".";"40";"58";".";".";"2"
"Pagnevaart";"BU16550302";"963";"189";"85";"15";".";".";"55";"44";".";".";"1"
"Velletri";"BU16550303";"723";"221";"95";"5";".";".";"63";"37";".";".";"0"
"Spui";"BU16550304";"912";"184";"82";"18";".";".";"48";"51";".";".";"1"
"Albano";"BU16550305";"806";"202";"88";"12";".";".";"62";"38";".";".";"0"
"Verspreide huizen Kuivezand en omgeving";"BU16550307";"233";"348";"99";"1";".";".";"93";"6";".";".";"0"
"Verspr.h. ten noorden van Oudenbosch";"BU16550308";"112";"376";"98";"2";".";".";"96";"3";".";".";"1"
"Verspr.h. ten zuiden van Oudenbosch";"BU16550309";"141";"386";"100";"0";".";".";"94";"6";".";".";"0"
"Wijk 04 Hoeven";"WK165504";"2747";"270";"90";"10";".";".";"69";"30";".";".";"0"
"Hoeven";"BU16550401";"2100";"253";"93";"7";".";".";"67";"33";".";".";"0"
"Achter 't Hof";"BU16550402";"138";"350";"99";"1";".";".";"90";"10";".";".";"0"
"Kruisstraat";"BU16550403";"103";"368";"98";"2";".";".";"96";"4";".";".";"0"
"Verspreide huizen ten zuiden van Hoeven";"BU16550408";"291";"293";"61";"39";".";".";"58";"41";".";".";"1"
"Verspreide huizen ten noorden van Hoeven";"BU16550409";"115";"402";"99";"1";".";".";"97";"3";".";".";"0"
"Wijk 05 Bosschenhoofd";"WK165505";"1038";"283";"96";"4";".";".";"70";"29";".";".";"1"
"Bosschenhoofd";"BU16550501";"894";"260";"95";"5";".";".";"66";"33";".";".";"1"
"Verspreide huizen Bosschenhoofd";"BU16550509";"144";"436";"100";"0";".";".";"92";"6";".";".";"1"
"Heeze-Leende";"GM1658";"6518";"312";"92";"8";".";".";"75";"25";".";".";"1"
"Wijk 00 Heeze";"WK165800";"4162";"297";"91";"9";".";".";"73";"27";".";".";"1"
"Heeze";"BU16580000";"3895";"290";"91";"9";".";".";"72";"27";".";".";"1"
"Bedrijventerrein De Poortmannen";"BU16580001";"13";".";".";".";".";".";".";".";".";".";"."
"Verspreide huizen Heeze";"BU16580009";"254";"432";"93";"7";".";".";"76";"23";".";".";"1"
"Wijk 01 Leende";"WK165801";"1651";"321";"90";"10";".";".";"76";"23";".";".";"1"
"Leende";"BU16580100";"1479";"304";"90";"10";".";".";"75";"24";".";".";"2"
"Villawijk Boschhoven";"BU16580101";"60";"634";"100";"0";".";".";"97";"3";".";".";"0"
"Verspreide huizen Groote Heide";"BU16580108";"41";".";"93";"7";".";".";"71";"29";".";".";"0"
"Verspreide huizen Zevenhuizense Heide";"BU16580109";"71";".";"100";"0";".";".";"80";"20";".";".";"0"
"Wijk 02 Leenderstrijp";"WK165802";"181";"430";"97";"3";".";".";"86";"14";".";".";"0"
"Leenderstrijp";"BU16580200";"155";"432";"98";"2";".";".";"86";"14";".";".";"0"
"Verspreide huizen Dijkse Heide";"BU16580209";"26";".";"92";"8";".";".";"88";"12";".";".";"0"
"Wijk 03 Sterksel";"WK165803";"524";"360";"94";"6";".";".";"82";"18";".";".";"0"
"Sterksel";"BU16580300";"382";"350";"93";"7";".";".";"82";"18";".";".";"0"
"Verspr.h. ten zuiden van Sterksel";"BU16580308";"41";".";"95";"5";".";".";"78";"22";".";".";"0"
"Verspr.h. ten oosten van Sterksel";"BU16580309";"101";"398";"97";"3";".";".";"83";"17";".";".";"0"
"Laarbeek";"GM1659";"9138";"253";"88";"12";".";".";"65";"35";".";".";"0"
"Wijk 00 Beek en Donk";"WK165900";"4367";"224";"83";"17";".";".";"59";"41";".";".";"0"
"Beek";"BU16590000";"2201";"217";"86";"14";".";".";"60";"40";".";".";"0"
"Donk";"BU16590001";"1701";"207";"78";"22";".";".";"51";"49";".";".";"0"
"Bedrijventerrein Beekerheide";"BU16590002";"59";".";"85";"15";".";".";"71";"27";".";".";"2"
"Bedrijventerrein Bemmer";"BU16590003";"96";"353";"72";"28";".";".";"92";"8";".";".";"0"
"Verspreide huizen Beek en Donk";"BU16590009";"310";"344";"95";"5";".";".";"80";"19";".";".";"0"
"Wijk 01 Aarle-Rixtel";"WK165901";"2316";"259";"90";"10";".";".";"66";"34";".";".";"0"
"Aarle-Rixtel";"BU16590100";"2156";"251";"90";"10";".";".";"65";"35";".";".";"0"
"Bedrijventerrein Torenakker";"BU16590101";"19";".";".";".";".";".";".";".";".";".";"."
"Bedrijventerrein Duivenakker";"BU16590102";"5";".";".";".";".";".";".";".";".";".";"."
"Verspreide huizen Laar en Strijp";"BU16590108";"56";".";"86";"14";".";".";"77";"23";".";".";"0"
"Verspreide huizen Heikant";"BU16590109";"80";"449";"95";"5";".";".";"90";"10";".";".";"0"
"Wijk 02 Lieshout";"WK165902";"1754";"290";"93";"7";".";".";"73";"27";".";".";"0"
"Lieshout";"BU16590200";"1471";"253";"92";"8";".";".";"70";"30";".";".";"0"
"Industrieterrein Bavaria";"BU16590201";"11";".";".";".";".";".";".";".";".";".";"."
"Verspreide huizen Lieshout";"BU16590209";"272";"520";"97";"3";".";".";"88";"12";".";".";"1"
"Wijk 03 Mariahout";"WK165903";"701";"316";"95";"5";".";".";"80";"19";".";".";"0"
"Mariahout";"BU16590300";"446";"276";"98";"2";".";".";"81";"19";".";".";"0"
"Verspreide huizen Mariahout";"BU16590309";"255";"394";"91";"9";".";".";"79";"20";".";".";"1"
"De Marne";"GM1663";"5263";"145";"95";"5";".";".";"71";"28";".";".";"1"
"Wijk 00";"WK166300";"1911";"135";"95";"5";".";".";"75";"25";".";".";"0"
"Ulrum";"BU16630000";"637";"129";"94";"6";".";".";"63";"36";".";".";"0"
"Zoutkamp";"BU16630001";"582";"132";"92";"8";".";".";"66";"34";".";".";"0"
"Houwerzijl";"BU16630002";"94";"133";"100";"0";".";".";"85";"15";".";".";"0"
"Vierhuizen";"BU16630003";"68";"124";"100";"0";".";".";"78";"22";".";".";"0"
"Niekerk";"BU16630004";"27";".";"100";"0";".";".";"85";"15";".";".";"0"
"Lauwersoog";"BU16630005";"194";".";"100";"0";".";".";"99";"1";".";".";"0"
"Haven Lauwersoog";"BU16630006";"2";".";".";".";".";".";".";".";".";".";"."
"Landelijk gebied Lauwersmeer";"BU16630008";"226";".";"98";"2";".";".";"99";"1";".";".";"0"
"Verspreide huizen Ulrum";"BU16630009";"81";".";"100";"0";".";".";"94";"6";".";".";"0"
"Wijk 01";"WK166301";"1547";"149";"96";"4";".";".";"67";"33";".";".";"0"
"Wehe-Den Hoorn-West";"BU16630100";"273";"144";"99";"1";".";".";"57";"43";".";".";"0"
"Leens";"BU16630101";"760";"143";"93";"7";".";".";"64";"36";".";".";"0"
"Warfhuizen";"BU16630102";"106";"142";"100";"0";".";".";"69";"31";".";".";"0"
"Mensingeweer";"BU16630103";"68";"146";"100";"0";".";".";"63";"37";".";".";"0"
"Schouwerzijl";"BU16630104";"50";".";"100";"0";".";".";"86";"14";".";".";"0"
"Wehe-Den Hoorn-Oost";"BU16630105";"88";"175";"100";"0";".";".";"73";"27";".";".";"0"
"Zuurdijk";"BU16630106";"54";"136";"94";"6";".";".";"74";"24";".";".";"2"
"Verspreide huizen Leens";"BU16630109";"148";"215";"99";"1";".";".";"91";"9";".";".";"1"
"Wijk 02";"WK166302";"1073";"156";"96";"4";".";".";"68";"32";".";".";"0"
"Eenrum";"BU16630200";"666";"144";"95";"5";".";".";"62";"38";".";".";"0"
"Pieterburen";"BU16630201";"159";"174";"100";"0";".";".";"81";"19";".";".";"1"
"Westernieland";"BU16630202";"94";"159";"100";"0";".";".";"63";"37";".";".";"0"
"Kaakhorn";"BU16630203";"30";".";"93";"7";".";".";"87";"13";".";".";"0"
"Verspreide huizen Oude Land";"BU16630208";"48";".";"100";"0";".";".";"90";"10";".";".";"0"
"Verspreide huizen in het Noorden";"BU16630209";"76";"187";"97";"3";".";".";"83";"14";".";".";"3"
"Wijk 03";"WK166303";"732";"143";"89";"11";".";".";"70";"21";".";".";"9"
"Kloosterburen";"BU16630300";"327";"134";"76";"24";".";".";"53";"28";".";".";"19"
"Hornhuizen";"BU16630301";"59";"155";"98";"2";".";".";"86";"14";".";".";"0"
"Kruisweg";"BU16630302";"175";"130";"100";"0";".";".";"76";"24";".";".";"0"
"Molenrij";"BU16630303";"52";".";"100";"0";".";".";"94";"6";".";".";"0"
"Kleine Huisjes";"BU16630304";"36";".";"100";"0";".";".";"94";"6";".";".";"0"
"Verspreide huizen Kloosterburen";"BU16630309";"83";".";"99";"1";".";".";"87";"10";".";".";"4"
"Reusel-De Mierden";"GM1667";"5178";"270";"90";"10";".";".";"75";"24";".";".";"1"
"Wijk 00 Reusel";"WK166700";"3473";"254";"88";"12";".";".";"75";"24";".";".";"1"
"Reusel";"BU16670000";"3044";"243";"87";"13";".";".";"73";"26";".";".";"1"
"Voorste Heikant en Weijereind";"BU16670001";"111";"376";"94";"6";".";".";"88";"11";".";".";"1"
"De Voort en Achterste Heikant";"BU16670002";"104";"357";"94";"6";".";".";"90";"10";".";".";"0"
"Buitengebied ten noorden van Reusel";"BU16670008";"138";"304";"96";"4";".";".";"75";"25";".";".";"0"
"Buitengebied ten zuiden van Reusel";"BU16670009";"76";".";"96";"4";".";".";"93";"4";".";".";"3"
"Wijk 01 Hooge Mierde";"WK166701";"672";"297";"98";"2";".";".";"77";"23";".";".";"0"
"Hooge Mierde";"BU16670100";"541";"287";"99";"1";".";".";"74";"26";".";".";"0"
"Verspreide huizen Hooge Mierde";"BU16670109";"131";"347";"95";"5";".";".";"89";"9";".";".";"2"
"Wijk 02 Lage Mierde";"WK166702";"740";"311";"88";"12";".";".";"71";"29";".";".";"0"
"Lage Mierde";"BU16670200";"607";"295";"86";"14";".";".";"68";"32";".";".";"0"
"Verspreide huizen Lage Mierde";"BU16670209";"133";"412";"98";"2";".";".";"87";"11";".";".";"2"
"Wijk 03 Hulsel";"WK166703";"293";"304";"96";"4";".";".";"85";"15";".";".";"0"
"Hulsel";"BU16670300";"229";"297";"98";"2";".";".";"82";"18";".";".";"0"
"Verspreide huizen Hulsel";"BU16670309";"64";".";"89";"11";".";".";"95";"5";".";".";"0"
"Roerdalen";"GM1669";"9330";"198";"91";"9";".";".";"74";"25";".";".";"1"
"Wijk 00 Melick en Herkenbosch";"WK166900";"3602";"199";"89";"11";".";".";"72";"28";".";".";"0"
"Melick";"BU16690000";"1608";"198";"90";"10";".";".";"75";"25";".";".";"0"
"Herkenbosch";"BU16690001";"1821";"199";"87";"13";".";".";"68";"31";".";".";"0"
"Verspreide huizen Herkenbosch";"BU16690008";"163";"213";"97";"3";".";".";"88";"12";".";".";"0"
"Verspreide huizen Melick";"BU16690009";"10";".";".";".";".";".";".";".";".";".";"."
"Wijk 01 Vlodrop";"WK166901";"1078";"187";"92";"8";".";".";"71";"28";".";".";"0"
"Vlodrop";"BU16690100";"890";"179";"91";"9";".";".";"68";"32";".";".";"0"
"Etsberg";"BU16690101";"100";"253";"89";"11";".";".";"86";"14";".";".";"0"
"Verspreide huizen Vlodrop";"BU16690109";"88";"192";"98";"2";".";".";"86";"14";".";".";"0"
"Wijk 02 Posterholt";"WK166902";"4650";"200";"92";"8";".";".";"76";"23";".";".";"1"
"Posterholt De Donk";"BU16690200";"538";"197";"97";"3";".";".";"76";"24";".";".";"0"
"Holst";"BU16690201";"35";".";"89";"11";".";".";"97";"3";".";".";"0"
"Posterholt-Dorp";"BU16690202";"826";"170";"87";"13";".";".";"68";"32";".";".";"0"
"Voorst-Voorsterveld";"BU16690203";"46";".";"100";"0";".";".";"96";"4";".";".";"0"
"Posterholt De Winkel";"BU16690204";"371";"200";"95";"5";".";".";"72";"28";".";".";"0"
"Sint Odiliënberg";"BU16690205";"1362";"184";"87";"13";".";".";"70";"25";".";".";"5"
"Reutje";"BU16690206";"100";"291";"100";"0";".";".";"93";"7";".";".";"0"
"Paarlo";"BU16690207";"20";".";"100";"0";".";".";"100";"0";".";".";"0"
"Lerop";"BU16690208";"65";".";"92";"8";".";".";"94";"6";".";".";"0"
"Montfort";"BU16690209";"748";"201";"94";"6";".";".";"80";"20";".";".";"0"
"Aan de Berg";"BU16690210";"539";"252";"96";"4";".";".";"90";"9";".";".";"1"
"Maasdonk";"GM1671";"4559";"310";"94";"6";".";".";"72";"28";".";".";"0"
"Wijk 00 Geffen";"WK167100";"1799";"302";"93";"7";".";".";"74";"26";".";".";"0"
"Geffen";"BU16710000";"1481";"283";"92";"8";".";".";"72";"28";".";".";"0"
"Runrot en Papendijk";"BU16710001";"66";"416";"97";"3";".";".";"76";"24";".";".";"0"
"Verspreide huizen ten oosten van Geffen";"BU16710008";"163";"409";"96";"4";".";".";"88";"11";".";".";"1"
"Verspreide huizen ten noorden van Geffen";"BU16710009";"89";"417";"100";"0";".";".";"93";"7";".";".";"0"
"Wijk 01 Nuland";"WK167101";"1571";"306";"95";"5";".";".";"73";"27";".";".";"0"
"Nuland";"BU16710100";"1289";"286";"95";"5";".";".";"70";"29";".";".";"0"
"Bedrijventerrein Nuland";"BU16710101";"35";".";"94";"6";".";".";"86";"14";".";".";"0"
"Verspreide huizen ten westen van Nuland";"BU16710108";"150";"415";"96";"4";".";".";"84";"16";".";".";"0"
"Verspreide huizen ten oosten van Nuland";"BU16710109";"97";"410";"98";"2";".";".";"92";"8";".";".";"0"
"Wijk 02 Vinkel";"WK167102";"1189";"341";"95";"5";".";".";"66";"33";".";".";"1"
"Vinkel";"BU16710200";"450";"317";"90";"10";".";".";"83";"17";".";".";"0"
"Verspreide huizen Vinkel";"BU16710209";"739";"385";"99";"1";".";".";"56";"42";".";".";"2"
"Roosendaal";"GM1674";"34091";"204";"78";"22";".";".";"63";"37";".";".";"0"
"Wijk 00 Centrum";"WK167400";"3408";"183";"42";"58";".";".";"56";"44";".";".";"0"
"Centrum-Oud";"BU16740000";"1851";"169";"40";"60";".";".";"49";"50";".";".";"0"
"Centrum-Nieuw";"BU16740001";"692";"181";"22";"78";".";".";"58";"42";".";".";"0"
"Stationsbuurt";"BU16740002";"462";"216";"53";"47";".";".";"58";"42";".";".";"0"
"Vrouwenhof";"BU16740003";"403";"207";"72";"28";".";".";"77";"23";".";".";"0"
"Wijk 01 Oost";"WK167401";"2804";"174";"74";"26";".";".";"56";"44";".";".";"0"
"Sint Josephbuurt";"BU16740100";"886";"166";"79";"21";".";".";"54";"46";".";".";"0"
"Fatima-villapark";"BU16740101";"977";"193";"80";"20";".";".";"53";"47";".";".";"0"
"Keijenburg";"BU16740102";"941";"162";"65";"35";".";".";"61";"39";".";".";"0"
"Wijk 02 Noord";"WK167402";"3341";"167";"75";"25";".";".";"49";"50";".";".";"0"
"Parklaan-Hoogstraat";"BU16740200";"716";"174";"83";"17";".";".";"65";"35";".";".";"0"
